Local;feridos;latitude;longitude
MORRETES, PR - Rodovia: BR-277, KM 38;6;-25,547373;-48,790559
CANDOI, PR - Rodovia: BR-373, KM 396;0;-25,54744;-52,02177
CURITIBA, PR - Rodovia: BR-476, KM 145;20;-25,547749;-49,32095
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 102;17;-25,550639;-49,15025
MORRETES, PR - Rodovia: BR-277, KM 21;3;-25,55074432;-48,67135211
MORRETES, PR - Rodovia: BR-277, KM 22;3;-25,55074432;-48,67135211
CURITIBA, PR - Rodovia: BR-116, KM 108;2;-25,55097432;-49,20095623
CURITIBA, PR - Rodovia: BR-476, KM 146;7;-25,551186;-49,330109
CURITIBA, PR - Rodovia: BR-116, KM 120;13;-25,55122256;-49,30503748
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 113;0;-25,55134698;-49,28053334
MORRETES, PR - Rodovia: BR-277, KM 35;2;-25,55225338;-48,79892578
CURITIBA, PR - Rodovia: BR-277, KM 94;4;-25,55282988;-49,27722493
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 65;1;-25,5530337;-49,03504085
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 66;4;-25,5530337;-49,03504085
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 60;2;-25,55347646;-49,03380632
IRATI, PR - Rodovia: BR-153, KM 344;1;-25,55395107;-50,6723479
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 133;1;-25,5545;-53,5876
ARAUCARIA, PR - Rodovia: BR-476, KM 148;7;-25,554628;-49,339268
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 110;0;-25,55576078;-48,56437683
IRATI, PR - Rodovia: BR-153, KM 343;1;-25,55632;-50,67396
CANDOI, PR - Rodovia: BR-373, KM 398;12;-25,55643095;-52,03722703
CANDOI, PR - Rodovia: BR-373, KM 399;0;-25,55643095;-52,03722703
CURITIBA, PR - Rodovia: BR-116, KM 117;22;-25,55699971;-49,3062973
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 64;4;-25,55703867;-49,02612685
ARAUCARIA, PR - Rodovia: BR-476, KM 149;5;-25,557926;-49,358585
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 615;6;-25,55824921;-49,18531526
ARAUCARIA, PR - Rodovia: BR-476, KM 150;3;-25,558477;-49,368313
CURITIBA, PR - Rodovia: BR-116, KM 115;32;-25,55953326;-49,26560414
CURITIBA, PR - Rodovia: BR-116, KM 116;27;-25,55953326;-49,26560414
CURITIBA, PR - Rodovia: BR-116, KM 121;17;-25,5599323;-49,30743945
MORRETES, PR - Rodovia: BR-277, KM 37;1;-25,56011566;-48,81439895
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 63;0;-25,56100984;-49,01719293
PARANAGUA, PR - Rodovia: BR-277, KM 18;2;-25,56147568;-48,6441859
CURITIBA, PR - Rodovia: BR-116, KM 111;4;-25,56201879;-49,26014293
PARANAGUA, PR - Rodovia: BR-277, KM 17;0;-25,56380488;-48,63457397
PARANAGUA, PR - Rodovia: BR-277, KM 12;5;-25,5640193;-48,6329055
CURITIBA, PR - Rodovia: BR-116, KM 110;4;-25,56429139;-49,25087214
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 104;10;-25,56472785;-49,15859603
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 105;7;-25,56472785;-49,15859603
CURITIBA, PR - Rodovia: BR-116, KM 113;8;-25,56513636;-49,24675108
CURITIBA, PR - Rodovia: BR-116, KM 114;9;-25,56513636;-49,24675108
MORRETES, PR - Rodovia: BR-277, KM 39;3;-25,56584471;-48,81116269
PARANAGUA, PR - Rodovia: BR-277, KM 16;2;-25,56610574;-48,62495594
CANDOI, PR - Rodovia: BR-373, KM 400;2;-25,56688165;-52,05049753
REALEZA, PR - Rodovia: BR-163, KM 126;3;-25,56722039;-53,57517242
MORRETES, PR - Rodovia: BR-277, KM 33;3;-25,56727684;-48,81087363
CURITIBA, PR - Rodovia: BR-116, KM 112;5;-25,56730763;-49,23706792
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 112;2;-25,56730763;-49,23706792
PARANAGUA, PR - Rodovia: BR-277, KM 10;9;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 11;7;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 13;3;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 14;3;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 15;2;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 2;14;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 5;16;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 6;6;-25,568198;-48,615292
PARANAGUA, PR - Rodovia: BR-277, KM 9;7;-25,568198;-48,615292
CURITIBA, PR - Rodovia: BR-116, KM 103;1;-25,5684592;-49,17772293
CURITIBA, PR - Rodovia: BR-116, KM 122;13;-25,56857207;-49,31023179
CURITIBA, PR - Rodovia: BR-277, KM 77;2;-25,568939;-49,181978
CURITIBA, PR - Rodovia: BR-277, KM 80;15;-25,568939;-49,181978
CURITIBA, PR - Rodovia: BR-277, KM 83;17;-25,568939;-49,181978
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 84;1;-25,568939;-49,181978
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 61;2;-25,56895101;-48,99932401
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 106;10;-25,56989519;-49,2193079
CURITIBA, PR - Rodovia: BR-116, KM 107;1;-25,56989668;-49,18778205
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 107;8;-25,56989668;-49,18778205
REBOUCAS, PR - Rodovia: BR-153, KM 345;0;-25,56994301;-50,67942923
ARAUCARIA, PR - Rodovia: BR-476, KM 152;9;-25,570036;-49,384193
ARAUCARIA, PR - Rodovia: BR-476, KM 153;8;-25,570036;-49,384193
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 111;0;-25,57012941;-49,21736805
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 614;4;-25,57084314;-49,19356398
MORRETES, PR - Rodovia: BR-277, KM 40;14;-25,571233;-48,817137
CURITIBA, PR - Rodovia: BR-116, KM 109;3;-25,57140489;-49,20748999
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 109;2;-25,57140489;-49,20748999
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 108;6;-25,57147018;-49,19760597
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 103;8;-25,57200996;-49,19476629
MORRETES, PR - Rodovia: BR-277, KM 36;6;-25,5725539;-48,83397471
ARAUCARIA, PR - Rodovia: BR-476, KM 151;5;-25,5731514;-49,38598931
MORRETES, PR - Rodovia: BR-277, KM 42;2;-25,57361239;-48,84469597
MORRETES, PR - Rodovia: BR-277, KM 41;2;-25,57368831;-48,82659689
MORRETES, PR - Rodovia: BR-277, KM 43;5;-25,57437908;-48,85418905
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 12;2;-25,5754;-54,5489
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 13;7;-25,5754;-54,5489
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 14;1;-25,5754;-54,5489
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 616;4;-25,57583659;-49,17953679
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 1;6;-25,57612406;-54,55325603
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 2;3;-25,5762789;-54,54626083
REALEZA, PR - Rodovia: BR-163, KM 130;0;-25,5769;-53,5652
ARAUCARIA, PR - Rodovia: BR-476, KM 154;12;-25,577307;-49,392338
CURITIBA, PR - Rodovia: BR-116, KM 123;3;-25,57736002;-49,31243589
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 58;3;-25,57738662;-48,97169992
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 59;2;-25,57738662;-48,97169992
CANDOI, PR - Rodovia: BR-373, KM 401;1;-25,57766728;-52,05734253
MORRETES, PR - Rodovia: BR-277, KM 44;2;-25,57846682;-48,86174512
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 57;0;-25,58123713;-48,96273806
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 15;19;-25,5813;-54,5315
MORRETES, PR - Rodovia: BR-277, KM 46;1;-25,58170589;-48,87791023
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 16;1;-25,58201512;-54,52940851
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 617;14;-25,58426494;-49,17618795
CANDOI, PR - Rodovia: BR-373, KM 402;0;-25,58488801;-52,05896395
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 51;3;-25,58583;-48,95646
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 56;0;-25,58612344;-48,95485311
CURITIBA, PR - Rodovia: BR-116, KM 124;1;-25,58620703;-49,31436887
CANDOI, PR - Rodovia: BR-373, KM 405;1;-25,58774381;-52,05960363
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 55;1;-25,58844984;-48,94524097
MORRETES, PR - Rodovia: BR-277, KM 47;3;-25,58937591;-48,87336932
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 54;1;-25,58964707;-48,93537801
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 49;0;-25,59044597;-48,93194675
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 17;3;-25,5906;-54,5172
ARAUCARIA, PR - Rodovia: BR-476, KM 155;7;-25,590897;-49,410622
ARAUCARIA, PR - Rodovia: BR-476, KM 156;1;-25,590897;-49,410622
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 618;3;-25,59168398;-49,17197705
MORRETES, PR - Rodovia: BR-277, KM 48;1;-25,59186733;-48,8795923
REBOUCAS, PR - Rodovia: BR-153, KM 348;1;-25,59230647;-50,68642351
REALEZA, PR - Rodovia: BR-163, KM 128;3;-25,5935;-53,5609
REALEZA, PR - Rodovia: BR-163, KM 129;2;-25,5935;-53,5609
MORRETES, PR - Rodovia: BR-277, KM 45;1;-25,594963;-48,89748
CURITIBA, PR - Rodovia: BR-116, KM 125;1;-25,59505309;-49,31630659
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 125;8;-25,59505309;-49,31630659
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 52;2;-25,59515989;-48,90700787
CAPANEMA, PR - Rodovia: BR-163, KM 119;2;-25,59550177;-53,62935305
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 619;9;-25,60034699;-49,17355691
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 19;3;-25,60190226;-54,49287415
REBOUCAS, PR - Rodovia: BR-153, KM 349;1;-25,60379864;-50,69195867
CURITIBA, PR - Rodovia: BR-116, KM 126;1;-25,60389895;-49,31824423
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 126;17;-25,60389895;-49,31824423
ARAUCARIA, PR - Rodovia: BR-476, KM 157;7;-25,60639;-49,421112
ARAUCARIA, PR - Rodovia: BR-476, KM 158;7;-25,60639;-49,421112
CANDOI, PR - Rodovia: BR-373, KM 404;0;-25,60853;-52,05438
REBOUCAS, PR - Rodovia: BR-153, KM 350;3;-25,60905442;-50,6997648
REBOUCAS, PR - Rodovia: BR-153, KM 356;0;-25,609055;-50,699764
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 620;5;-25,60925907;-49,17205834
CAPANEMA, PR - Rodovia: BR-163, KM 102;0;-25,61062921;-53,70759577
CAPANEMA, PR - Rodovia: BR-163, KM 106;0;-25,61132006;-53,7155625
FOZ DO IGUACU, PR - Rodovia: BR-469, KM 21;5;-25,6114;-54,4861
REBOUCAS, PR - Rodovia: BR-153, KM 351;1;-25,61188692;-50,70181847
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 127;5;-25,612752;-49,31859701
ARAUCARIA, PR - Rodovia: BR-476, KM 159;12;-25,613539;-49,424255
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 621;4;-25,61783292;-49,1690968
ARAUCARIA, PR - Rodovia: BR-476, KM 160;1;-25,619013;-49,440125
CAPANEMA, PR - Rodovia: BR-163, KM 110;1;-25,620447;-53,673209
CAPANEMA, PR - Rodovia: BR-163, KM 96;1;-25,62089;-53,79947
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 128;12;-25,62150831;-49,31621728
CANDOI, PR - Rodovia: BR-373, KM 407;3;-25,622854;-52,07385
ARAUCARIA, PR - Rodovia: BR-476, KM 161;0;-25,622871;-49,447582
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 124;2;-25,62368064;-49,31539904
REBOUCAS, PR - Rodovia: BR-153, KM 352;1;-25,62529;-50,71491
REBOUCAS, PR - Rodovia: BR-153, KM 353;3;-25,62594193;-50,719173
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 622;2;-25,62623389;-49,16547575
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 623;8;-25,62623389;-49,16547575
ARAUCARIA, PR - Rodovia: BR-476, KM 162;3;-25,627626;-49,454449
CANDOI, PR - Rodovia: BR-373, KM 409;5;-25,62842362;-52,09044671
REBOUCAS, PR - Rodovia: BR-153, KM 354;2;-25,63149841;-50,72754622
ARAUCARIA, PR - Rodovia: BR-476, KM 163;1;-25,6362672;-49,46613106
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 130;9;-25,63927799;-49,31302988
CAPANEMA, PR - Rodovia: BR-163, KM 95;2;-25,6414;-53,8048
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 624;3;-25,64336599;-49,15942795
ARAUCARIA, PR - Rodovia: BR-476, KM 165;0;-25,643578;-49,472763
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 131;11;-25,648307;-49,31251207
CONTENDA, PR - Rodovia: BR-476, KM 167;3;-25,650063;-49,477688
REBOUCAS, PR - Rodovia: BR-153, KM 355;4;-25,6508;-50,7314
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 625;11;-25,65218089;-49,15731458
CANDOI, PR - Rodovia: BR-373, KM 412;0;-25,65346;-52,11146
REBOUCAS, PR - Rodovia: BR-153, KM 342;1;-25,65406095;-50,73108673
CANDOI, PR - Rodovia: BR-373, KM 413;4;-25,65425438;-52,11238146
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 132;4;-25,65733698;-49,31212612
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 626;4;-25,66095117;-49,15500053
CONTENDA, PR - Rodovia: BR-476, KM 168;1;-25,661057;-49,48967
RIO AZUL, PR - Rodovia: BR-153, KM 357;0;-25,66195;-50,73552
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 129;9;-25,66507598;-49,31415081
CONTENDA, PR - Rodovia: BR-476, KM 170;5;-25,668074;-49,503948
CONTENDA, PR - Rodovia: BR-476, KM 169;1;-25,66814673;-49,50419253
CANDOI, PR - Rodovia: BR-373, KM 415;2;-25,6692179;-52,1228802
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 627;1;-25,66963786;-49,15231858
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 628;2;-25,66963786;-49,15231858
CONTENDA, PR - Rodovia: BR-476, KM 171;2;-25,672495;-49,510612
RIO AZUL, PR - Rodovia: BR-153, KM 359;1;-25,67374513;-50,75025648
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 134;0;-25,67510803;-49,3157007
CONTENDA, PR - Rodovia: BR-476, KM 173;1;-25,676279;-49,518272
RIO AZUL, PR - Rodovia: BR-153, KM 361;2;-25,68138885;-50,75860977
MANDIRITUBA, PR - Rodovia: BR-116, KM 135;3;-25,68413003;-49,31639964
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 135;0;-25,68442476;-49,31629658
CONTENDA, PR - Rodovia: BR-476, KM 174;5;-25,685408;-49,535042
CAPANEMA, PR - Rodovia: BR-163, KM 86;6;-25,688894;-53,78423
MANDIRITUBA, PR - Rodovia: BR-116, KM 136;0;-25,69308504;-49,31768479
RIO AZUL, PR - Rodovia: BR-153, KM 363;4;-25,69335111;-50,77297891
ARAUCARIA, PR - Rodovia: BR-476, KM 146;1;-25,694412;-49,553158
CAPANEMA, PR - Rodovia: BR-163, KM 85;3;-25,695273;-53,778997
CONTENDA, PR - Rodovia: BR-476, KM 175;1;-25,695481;-49,556929
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 630;3;-25,695757;-49,144882
CONTENDA, PR - Rodovia: BR-476, KM 176;4;-25,69607068;-49,56030434
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 629;10;-25,69653831;-49,1446808
CONTENDA, PR - Rodovia: BR-476, KM 177;0;-25,69894315;-49,57141042
MANDIRITUBA, PR - Rodovia: BR-116, KM 137;0;-25,70197606;-49,31951074
CONTENDA, PR - Rodovia: BR-476, KM 180;0;-25,702982;-49,582001
CANDOI, PR - Rodovia: BR-373, KM 421;1;-25,70330623;-52,17177474
FAZENDA RIO GRANDE, PR - Rodovia: BR-116, KM 133;2;-25,70372207;-49,31791127
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 631;4;-25,70434399;-49,14198595
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 632;3;-25,70434399;-49,14198595
CANDOI, PR - Rodovia: BR-373, KM 423;0;-25,70789823;-52,17681885
RIO AZUL, PR - Rodovia: BR-153, KM 367;1;-25,708061;-50,783958
PLANALTO, PR - Rodovia: BR-163, KM 83;11;-25,71033;-53,76829
LAPA, PR - Rodovia: BR-476, KM 181;1;-25,71176491;-49,60649014
PLANALTO, PR - Rodovia: BR-163, KM 82;1;-25,712121;-53,775544
LAPA, PR - Rodovia: BR-476, KM 184;0;-25,713835;-49,627098
LAPA, PR - Rodovia: BR-476, KM 182;1;-25,71445747;-49,60817641
LAPA, PR - Rodovia: BR-476, KM 185;2;-25,714855;-49,637493
CAPANEMA, PR - Rodovia: BR-163, KM 87;1;-25,716186;-53,77784798
LAPA, PR - Rodovia: BR-476, KM 186;0;-25,717602;-49,646587
LAPA, PR - Rodovia: BR-476, KM 187;1;-25,718828;-49,656811
LAPA, PR - Rodovia: BR-476, KM 188;5;-25,719151;-49,667191
MANDIRITUBA, PR - Rodovia: BR-116, KM 139;2;-25,719412;-49,318027
LAPA, PR - Rodovia: BR-476, KM 192;1;-25,720638;-49,696972
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 633;4;-25,72306941;-49,13583755
PLANALTO, PR - Rodovia: BR-163, KM 81;1;-25,7253;-53,78
MANDIRITUBA, PR - Rodovia: BR-116, KM 140;2;-25,728448;-49,3178318
RIO AZUL, PR - Rodovia: BR-153, KM 369;0;-25,72952418;-50,79747448
PLANALTO, PR - Rodovia: BR-163, KM 80;4;-25,72979155;-53,78953758
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 634;2;-25,73029716;-49,13356446
LAPA, PR - Rodovia: BR-476, KM 193;5;-25,731451;-49,709415
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 634;3;-25,7331;-49,1325
RIO AZUL, PR - Rodovia: BR-153, KM 375;0;-25,73341602;-50,80039501
PLANALTO, PR - Rodovia: BR-163, KM 78;0;-25,735836;-53,801726
RIO AZUL, PR - Rodovia: BR-153, KM 370;0;-25,73669789;-50,80195243
MANDIRITUBA, PR - Rodovia: BR-116, KM 141;6;-25,73749;-49,31762782
MANDIRITUBA, PR - Rodovia: BR-116, KM 142;5;-25,73749;-49,31762782
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 635;5;-25,73890105;-49,13059434
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 636;2;-25,73890105;-49,13059434
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 635;0;-25,7423;-49,1303
LAPA, PR - Rodovia: BR-476, KM 195;1;-25,746958;-49,718353
CHOPINZINHO, PR - Rodovia: BR-373, KM 431;0;-25,7477466;-52,24358813
RIO AZUL, PR - Rodovia: BR-153, KM 368;1;-25,74790357;-50,81720006
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 637;0;-25,75017359;-49,12811187
LAPA, PR - Rodovia: BR-476, KM 196;0;-25,753437;-49,725754
LAPA, PR - Rodovia: BR-476, KM 197;1;-25,753437;-49,725754
MANDIRITUBA, PR - Rodovia: BR-116, KM 144;2;-25,75533595;-49,31864209
PLANALTO, PR - Rodovia: BR-163, KM 75;0;-25,755394;-53,800196
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 637;0;-25,75614093;-49,12609667
LAPA, PR - Rodovia: BR-476, KM 198;3;-25,759378;-49,73254
CHOPINZINHO, PR - Rodovia: BR-373, KM 433;1;-25,76499636;-52,25533247
PLANALTO, PR - Rodovia: BR-163, KM 74;1;-25,76758581;-53,79674435
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 638;2;-25,7677404;-49,12399292
LAPA, PR - Rodovia: BR-476, KM 199;3;-25,772074;-49,745663
MANDIRITUBA, PR - Rodovia: BR-116, KM 145;4;-25,77290167;-49,32325542
MANDIRITUBA, PR - Rodovia: BR-116, KM 138;1;-25,772902;-49,323254
MANDIRITUBA, PR - Rodovia: BR-116, KM 143;5;-25,772902;-49,323254
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 639;3;-25,77360113;-49,12143434
LAPA, PR - Rodovia: BR-476, KM 200;2;-25,77438;-49,755112
CHOPINZINHO, PR - Rodovia: BR-373, KM 434;1;-25,77516059;-52,26745605
LAPA, PR - Rodovia: BR-476, KM 201;0;-25,7754;-49,764946
LAPA, PR - Rodovia: BR-476, KM 202;4;-25,7754;-49,764946
LAPA, PR - Rodovia: BR-476, KM 208;0;-25,775969;-49,82312
LAPA, PR - Rodovia: BR-476, KM 203;0;-25,777454;-49,784622
PLANALTO, PR - Rodovia: BR-163, KM 73;2;-25,778281;-53,79166
LAPA, PR - Rodovia: BR-476, KM 213;1;-25,779312;-49,875546
LAPA, PR - Rodovia: BR-476, KM 209;2;-25,779379;-49,831974
LAPA, PR - Rodovia: BR-476, KM 210;1;-25,780699;-49,841194
MANDIRITUBA, PR - Rodovia: BR-116, KM 146;6;-25,78172684;-49,32535079
MANDIRITUBA, PR - Rodovia: BR-116, KM 149;2;-25,781727;-49,325352
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 640;3;-25,78245804;-49,12098281
RIO AZUL, PR - Rodovia: BR-153, KM 376;1;-25,78397;-50,85061
LAPA, PR - Rodovia: BR-476, KM 212;1;-25,7841;-49,857063
CHOPINZINHO, PR - Rodovia: BR-373, KM 436;1;-25,78982085;-52,27246106
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 642;5;-25,79034012;-49,12563183
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 641;5;-25,793424;-49,127973
MANDIRITUBA, PR - Rodovia: BR-116, KM 148;2;-25,80576394;-49,32792664
LAPA, PR - Rodovia: BR-476, KM 219;1;-25,80976853;-49,90699142
LAPA, PR - Rodovia: BR-476, KM 218;1;-25,810024;-49,907558
CHOPINZINHO, PR - Rodovia: BR-373, KM 440;1;-25,81075207;-52,28878093
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 643;3;-25,81194548;-49,13291931
CHOPINZINHO, PR - Rodovia: BR-373, KM 439;2;-25,81201374;-52,29000721
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 644;23;-25,81419584;-49,13167969
PLANALTO, PR - Rodovia: BR-163, KM 72;2;-25,81536081;-53,76360586
MANDIRITUBA, PR - Rodovia: BR-116, KM 150;6;-25,81557015;-49,33088979
LAPA, PR - Rodovia: BR-476, KM 220;1;-25,817854;-49,911182
CHOPINZINHO, PR - Rodovia: BR-373, KM 441;1;-25,81792096;-52,29453704
MANDIRITUBA, PR - Rodovia: BR-116, KM 151;2;-25,82348404;-49,33547684
MANDIRITUBA, PR - Rodovia: BR-116, KM 147;4;-25,82368468;-49,33549047
PEROLA DOESTE, PR - Rodovia: BR-163, KM 66;5;-25,82519284;-53,75014186
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 645;5;-25,827163;-49,120547
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 646;7;-25,82793738;-49,11945654
MALLET, PR - Rodovia: BR-153, KM 377;2;-25,82894;-50,83923
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 647;2;-25,83292397;-49,11120797
MALLET, PR - Rodovia: BR-153, KM 384;0;-25,83457601;-50,83898718
MALLET, PR - Rodovia: BR-153, KM 383;1;-25,83497956;-50,83895177
LAPA, PR - Rodovia: BR-476, KM 222;0;-25,83713;-49,927334
MANDIRITUBA, PR - Rodovia: BR-116, KM 153;8;-25,83870564;-49,34314731
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 648;0;-25,84026108;-49,10549706
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 655;4;-25,84165409;-49,042472
PEROLA DOESTE, PR - Rodovia: BR-163, KM 64;4;-25,842694;-53,751225
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 653;10;-25,84420191;-49,0604381
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 654;2;-25,84420191;-49,0604381
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 651;26;-25,84489535;-49,07395363
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 652;21;-25,8461583;-49,068884
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 649;28;-25,84624714;-49,07867432
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 656;13;-25,84642894;-49,03607349
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 657;39;-25,84642894;-49,03607349
LAPA, PR - Rodovia: BR-476, KM 224;4;-25,848568;-49,941429
LAPA, PR - Rodovia: BR-476, KM 225;2;-25,848568;-49,941429
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 650;3;-25,84877688;-49,088974
CHOPINZINHO, PR - Rodovia: BR-373, KM 445;2;-25,84959071;-52,32824931
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 659;2;-25,8497383;-49,01288607
PEROLA DOESTE, PR - Rodovia: BR-163, KM 63;3;-25,849794;-53,751435
MANDIRITUBA, PR - Rodovia: BR-116, KM 155;7;-25,85128206;-49,35740289
QUITANDINHA, PR - Rodovia: BR-116, KM 155;7;-25,85128206;-49,35740289
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 660;6;-25,8516758;-49,00332398
GUARATUBA, PR - Rodovia: BR-376, KM 663;0;-25,85276631;-48,97556799
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 663;1;-25,85276631;-48,97556799
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 658;9;-25,85300602;-49,02166198
GUARATUBA, PR - Rodovia: BR-376, KM 664;22;-25,85321576;-48,96608688
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 661;1;-25,85481693;-48,99472504
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 662;4;-25,85481693;-48,99472504
TIJUCAS DO SUL, PR - Rodovia: BR-376, KM 664;0;-25,85493978;-48,95931259
GUARATUBA, PR - Rodovia: BR-376, KM 665;21;-25,856572;-48,951893
LAPA, PR - Rodovia: BR-476, KM 242;4;-25,858768;-50,08609
