Local;feridos;latitude;longitude
PALMEIRA, PR - Rodovia: BR-277, KM 177;8;-25,42991376;-50,06420374
PALMEIRA, PR - Rodovia: BR-277, KM 180;0;-25,42992;-50,006817
PALMEIRA, PR - Rodovia: BR-277, KM 175;4;-25,4301124;-50,12827098
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 705;0;-25,43019901;-54,369603
SAO MIGUEL DO IGUACU, PR - Rodovia: BR-277, KM 706;2;-25,430321;-54,369568
PIRAQUARA, PR - Rodovia: BR-116, KM 85;1;-25,43036239;-49,08349472
CAMPO LARGO, PR - Rodovia: BR-277, KM 103;3;-25,43042291;-49,39648926
PALMEIRA, PR - Rodovia: BR-277, KM 182;0;-25,43072602;-50,03889898
CAMPO LARGO, PR - Rodovia: BR-277, KM 119;8;-25,43106012;-49,42461998
PALMEIRA, PR - Rodovia: BR-277, KM 186;3;-25,4312412;-50,15274975
PALMEIRA, PR - Rodovia: BR-277, KM 194;6;-25,43176631;-50,14954706
PALMEIRA, PR - Rodovia: BR-277, KM 195;4;-25,43176631;-50,14954706
CURITIBA, PR - Rodovia: BR-277, KM 99;10;-25,43178379;-49,36175466
CURITIBA, PR - Rodovia: BR-277, KM 95;9;-25,43183;-49,32481
CANDOI, PR - Rodovia: BR-277, KM 410;0;-25,43184986;-52,00714351
CURITIBA, PR - Rodovia: BR-376, KM 587;3;-25,43275039;-49,37346606
CURITIBA, PR - Rodovia: BR-476, KM 128;12;-25,433048;-49,23156
IRATI, PR - Rodovia: BR-277, KM 258;1;-25,43313864;-50,7242749
CAMPO LARGO, PR - Rodovia: BR-277, KM 104;18;-25,43326184;-49,40599501
CAMPO LARGO, PR - Rodovia: BR-277, KM 116;15;-25,43342542;-49,40593292
PALMEIRA, PR - Rodovia: BR-277, KM 183;8;-25,43350218;-50,04809898
CURITIBA, PR - Rodovia: BR-376, KM 588;7;-25,43381713;-49,36546121
CAMPO LARGO, PR - Rodovia: BR-277, KM 107;4;-25,4338185;-49,40998077
CAMPO LARGO, PR - Rodovia: BR-277, KM 117;6;-25,434195;-49,415613
GUARAPUAVA, PR - Rodovia: BR-277, KM 361;0;-25,4342;-51,612522
PALMEIRA, PR - Rodovia: BR-277, KM 170;0;-25,43446766;-50,00619292
PIRAQUARA, PR - Rodovia: BR-116, KM 86;3;-25,43479327;-49,08939973
BALSA NOVA, PR - Rodovia: BR-376, KM 552;1;-25,43480943;-49,75106388
SANTA LUCIA, PR - Rodovia: BR-163, KM 148;0;-25,4348746;-53,57679248
PALMEIRA, PR - Rodovia: BR-277, KM 167;0;-25,43504;-49,985861
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 706;2;-25,4350489;-54,37780305
PALMEIRA, PR - Rodovia: BR-277, KM 169;0;-25,4358338;-50,00266314
GUARAPUAVA, PR - Rodovia: BR-277, KM 366;2;-25,43647414;-51,64543002
CAMPO LARGO, PR - Rodovia: BR-277, KM 120;7;-25,43651772;-49,44346612
IRATI, PR - Rodovia: BR-277, KM 250;2;-25,4369141;-50,71607977
CANDOI, PR - Rodovia: BR-277, KM 385;4;-25,438182;-51,82594
CANDOI, PR - Rodovia: BR-277, KM 384;0;-25,43831412;-49,23248291
CANDOI, PR - Rodovia: BR-277, KM 391;1;-25,43877352;-51,8288981
CANDOI, PR - Rodovia: BR-277, KM 403;4;-25,43929;-51,98349
GUARAPUAVA, PR - Rodovia: BR-277, KM 362;0;-25,439349;-51,623771
LARANJEIRAS DO SUL, PR - Rodovia: BR-158, KM 405;3;-25,43939;-52,44437
CAMPO LARGO, PR - Rodovia: BR-277, KM 121;1;-25,43999832;-49,55471814
PALMEIRA, PR - Rodovia: BR-376, KM 544;2;-25,44000098;-49,74991895
BALSA NOVA, PR - Rodovia: BR-376, KM 551;0;-25,44005807;-49,74993467
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 707;4;-25,440082;-54,38846
LARANJEIRAS DO SUL, PR - Rodovia: BR-158, KM 406;2;-25,4409;-52,4456
PIRAQUARA, PR - Rodovia: BR-116, KM 87;1;-25,44106805;-49,09243759
IRATI, PR - Rodovia: BR-277, KM 255;6;-25,44185051;-50,68868994
CAMPO LARGO, PR - Rodovia: BR-277, KM 109;3;-25,44215342;-49,44864842
IRATI, PR - Rodovia: BR-277, KM 248;2;-25,44217983;-50,70701659
CURITIBA, PR - Rodovia: BR-376, KM 589;6;-25,44273905;-49,36419842
CANDOI, PR - Rodovia: BR-277, KM 393;2;-25,44274289;-51,84826801
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 708;7;-25,44290885;-54,39565306
CANDOI, PR - Rodovia: BR-277, KM 387;0;-25,44300334;-51,85109138
PALMEIRA, PR - Rodovia: BR-277, KM 174;4;-25,44322037;-49,96466911
CAMPO LARGO, PR - Rodovia: BR-277, KM 122;6;-25,44344167;-49,45985402
CURITIBA, PR - Rodovia: BR-277, KM 84;19;-25,44373605;-49,23464674
LARANJEIRAS DO SUL, PR - Rodovia: BR-158, KM 408;1;-25,44375902;-52,44768977
CANDOI, PR - Rodovia: BR-277, KM 390;1;-25,44430156;-51,86589718
CAMPO LARGO, PR - Rodovia: BR-277, KM 114;3;-25,44478784;-49,50038553
CAMPO LARGO, PR - Rodovia: BR-277, KM 126;0;-25,44518045;-49,4985659
CAMPO LARGO, PR - Rodovia: BR-277, KM 127;0;-25,44518045;-49,4985659
CAMPO LARGO, PR - Rodovia: BR-277, KM 129;1;-25,44518045;-49,4985659
CURITIBA, PR - Rodovia: BR-476, KM 129;9;-25,44521225;-49,2338562
CANDOI, PR - Rodovia: BR-277, KM 401;0;-25,44552227;-51,9702673
CAMPO LARGO, PR - Rodovia: BR-277, KM 123;5;-25,44558428;-49,46924586
CURITIBA, PR - Rodovia: BR-376, KM 590;11;-25,44599789;-49,36381459
CAMPO LARGO, PR - Rodovia: BR-277, KM 110;11;-25,44625996;-49,36369775
CAMPO LARGO, PR - Rodovia: BR-277, KM 113;7;-25,446573;-49,488446
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 709;3;-25,44659987;-54,40435706
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 710;0;-25,44659987;-54,40435706
CAMPO LARGO, PR - Rodovia: BR-277, KM 111;12;-25,44701422;-49,47567344
CAMPO LARGO, PR - Rodovia: BR-277, KM 112;6;-25,44715188;-49,48051799
CANDOI, PR - Rodovia: BR-277, KM 398;11;-25,44778951;-51,90763095
PIRAQUARA, PR - Rodovia: BR-116, KM 88;4;-25,44781497;-49,09096994
IRATI, PR - Rodovia: BR-153, KM 329;1;-25,44875585;-50,61677727
PALMEIRA, PR - Rodovia: BR-277, KM 190;0;-25,44909808;-50,19257158
BALSA NOVA, PR - Rodovia: BR-376, KM 553;1;-25,44930237;-49,73976374
PIRAQUARA, PR - Rodovia: BR-116, KM 84;3;-25,44930237;-49,73976374
PALMEIRA, PR - Rodovia: BR-277, KM 200;1;-25,4498143;-50,19419485
PALMEIRA, PR - Rodovia: BR-277, KM 198;1;-25,45033472;-50,19381613
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 146;1;-25,4505963;-53,5812627
CANDOI, PR - Rodovia: BR-277, KM 406;1;-25,45080512;-51,96868147
IRATI, PR - Rodovia: BR-277, KM 244;2;-25,45134579;-50,66150486
CURITIBA, PR - Rodovia: BR-376, KM 595;6;-25,45155592;-49,36237578
BALSA NOVA, PR - Rodovia: BR-277, KM 125;2;-25,45208253;-49,58910406
IRATI, PR - Rodovia: BR-277, KM 240;4;-25,45256852;-50,63234568
CANDOI, PR - Rodovia: BR-277, KM 396;2;-25,45280748;-51,93692207
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 220;5;-25,45284139;-50,4493475
CURITIBA, PR - Rodovia: BR-476, KM 130;13;-25,45304;-49,24343
IRATI, PR - Rodovia: BR-277, KM 243;8;-25,45307434;-50,65197414
IRATI, PR - Rodovia: BR-277, KM 251;0;-25,453166;-50,651406
CURITIBA, PR - Rodovia: BR-277, KM 74;6;-25,4533632;-49,2429312
CURITIBA, PR - Rodovia: BR-476, KM 131;23;-25,453636;-49,245155
PALMEIRA, PR - Rodovia: BR-277, KM 202;0;-25,45398513;-50,20300993
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 711;3;-25,45408037;-54,42224885
PIRAQUARA, PR - Rodovia: BR-116, KM 89;7;-25,45428705;-49,08817119
IRATI, PR - Rodovia: BR-277, KM 238;2;-25,45443497;-50,61813354
IRATI, PR - Rodovia: BR-277, KM 239;2;-25,45474496;-50,62156677
CANDOI, PR - Rodovia: BR-277, KM 400;0;-25,4552487;-49,22437191
BALSA NOVA, PR - Rodovia: BR-277, KM 131;2;-25,45536495;-49,59812164
PALMEIRA, PR - Rodovia: BR-277, KM 191;0;-25,45567494;-50,20614624
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 221;4;-25,45761238;-50,45911074
PALMEIRA, PR - Rodovia: BR-277, KM 172;0;-25,45779015;-49,94062119
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 712;3;-25,45780735;-54,43119986
PALMEIRA, PR - Rodovia: BR-277, KM 201;2;-25,45817002;-50,21181499
IRATI, PR - Rodovia: BR-153, KM 330;1;-25,45860853;-50,6213218
CANDOI, PR - Rodovia: BR-277, KM 399;6;-25,45904606;-51,95885181
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 6;10;-25,45925433;-54,58357036
PALMEIRA, PR - Rodovia: BR-277, KM 207;3;-25,45972036;-50,33282965
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 217;0;-25,4597774;-50,4289556
CURITIBA, PR - Rodovia: BR-376, KM 591;10;-25,45999605;-49,35895013
CURITIBA, PR - Rodovia: BR-277, KM 82;15;-25,46032474;-49,22029495
CURITIBA, PR - Rodovia: BR-476, KM 132;10;-25,460718;-49,250488
PIRAQUARA, PR - Rodovia: BR-116, KM 90;3;-25,4611174;-49,08880123
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 713;12;-25,46144154;-54,44010119
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 145;1;-25,4617;-53,582
BALSA NOVA, PR - Rodovia: BR-277, KM 123;6;-25,4619768;-49,58166545
CURITIBA, PR - Rodovia: BR-277, KM 81;17;-25,46211438;-49,21952248
CAMPO LARGO, PR - Rodovia: BR-277, KM 118;8;-25,46289022;-49,58651673
CAMPO LARGO, PR - Rodovia: BR-277, KM 108;12;-25,46337891;-49,35755379
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 5;5;-25,46363761;-54,58348989
FERNANDES PINHEIRO, PR - Rodovia: BR-277, KM 232;1;-25,46385071;-50,56014955
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 160;3;-25,4639833;-49,91438627
IRATI, PR - Rodovia: BR-277, KM 237;3;-25,46419687;-50,56581801
IRATI, PR - Rodovia: BR-277, KM 241;0;-25,46419687;-50,56581801
IRATI, PR - Rodovia: BR-277, KM 242;2;-25,46419687;-50,56581801
IRATI, PR - Rodovia: BR-153, KM 331;4;-25,46422849;-50,62921643
BALSA NOVA, PR - Rodovia: BR-277, KM 141;0;-25,46461999;-49,73305553
BALSA NOVA, PR - Rodovia: BR-277, KM 143;7;-25,46464501;-49,76252664
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 211;1;-25,46466;-50,38047
PALMEIRA, PR - Rodovia: BR-277, KM 206;6;-25,46468901;-50,25988
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 714;9;-25,4650714;-54,44902954
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 715;3;-25,4650714;-54,44902954
FERNANDES PINHEIRO, PR - Rodovia: BR-277, KM 235;0;-25,46517616;-50,58310568
PALMEIRA, PR - Rodovia: BR-277, KM 204;2;-25,46541671;-50,24006397
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 210;3;-25,4654855;-50,3649111
FERNANDES PINHEIRO, PR - Rodovia: BR-277, KM 230;0;-25,466281;-50,533031
BALSA NOVA, PR - Rodovia: BR-277, KM 144;3;-25,46656943;-49,76726885
PALMEIRA, PR - Rodovia: BR-277, KM 199;2;-25,46676392;-50,27192205
PALMEIRA, PR - Rodovia: BR-277, KM 158;1;-25,46740025;-49,90589691
IRATI, PR - Rodovia: BR-277, KM 249;1;-25,46769;-50,65154
IRATI, PR - Rodovia: BR-277, KM 253;1;-25,46769;-50,65154
BALSA NOVA, PR - Rodovia: BR-277, KM 127;2;-25,46780278;-49,62403882
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 146;0;-25,467829;-49,768906
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 216;7;-25,46798736;-50,39093435
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 224;0;-25,46826;-50,47605
CURITIBA, PR - Rodovia: BR-376, KM 592;6;-25,46833525;-49,35524543
BALSA NOVA, PR - Rodovia: BR-277, KM 128;11;-25,468497;-49,623641
TEIXEIRA SOARES, PR - Rodovia: BR-277, KM 214;4;-25,46875203;-50,40074587
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 4;11;-25,4689816;-54,58494937
CURITIBA, PR - Rodovia: BR-476, KM 133;24;-25,469219;-49,254143
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 91;0;-25,46961587;-49,09184037
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 158;2;-25,46963196;-49,90212321
BALSA NOVA, PR - Rodovia: BR-277, KM 124;6;-25,46971762;-49,59762812
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 79;0;-25,46995493;-49,21241999
BALSA NOVA, PR - Rodovia: BR-277, KM 145;1;-25,47007;-49,77549
BALSA NOVA, PR - Rodovia: BR-277, KM 126;0;-25,47032119;-49,60343577
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 144;9;-25,47035993;-53,58386815
BALSA NOVA, PR - Rodovia: BR-277, KM 135;2;-25,4706061;-49,6862684
FERNANDES PINHEIRO, PR - Rodovia: BR-277, KM 234;9;-25,47103055;-50,49767186
CURITIBA, PR - Rodovia: BR-476, KM 147;4;-25,47145769;-49,20693397
BALSA NOVA, PR - Rodovia: BR-277, KM 140;0;-25,47146414;-49,65891123
BALSA NOVA, PR - Rodovia: BR-277, KM 133;5;-25,47148351;-49,6698761
BALSA NOVA, PR - Rodovia: BR-277, KM 132;1;-25,4718469;-49,66545314
BALSA NOVA, PR - Rodovia: BR-277, KM 134;2;-25,47193;-49,66535
IRATI, PR - Rodovia: BR-153, KM 333;1;-25,47227292;-50,63714596
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 716;3;-25,47252277;-54,46707409
PALMEIRA, PR - Rodovia: BR-277, KM 163;0;-25,47289;-49,895964
PALMEIRA, PR - Rodovia: BR-277, KM 165;9;-25,47289;-49,895964
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 148;4;-25,47289;-49,895964
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 152;1;-25,47289;-49,895964
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 155;1;-25,47289;-49,895964
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 157;1;-25,47289;-49,895964
PALMEIRA, PR - Rodovia: BR-277, KM 205;1;-25,47290825;-50,31957518
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 151;6;-25,47412;-49,836777
BALSA NOVA, PR - Rodovia: BR-277, KM 130;13;-25,47427305;-49,67193604
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 135;0;-25,475;-53,588
BALSA NOVA, PR - Rodovia: BR-277, KM 139;0;-25,47537419;-49,70933676
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 143;2;-25,47546601;-53,58833898
BALSA NOVA, PR - Rodovia: BR-277, KM 137;2;-25,47578765;-49,71128941
CURITIBA, PR - Rodovia: BR-376, KM 593;3;-25,47618203;-49,35134768
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 717;2;-25,47637493;-54,47651902
CURITIBA, PR - Rodovia: BR-476, KM 134;9;-25,476524;-49,259937
PIRAQUARA, PR - Rodovia: BR-116, KM 92;3;-25,47691403;-49,09767498
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 92;8;-25,47691403;-49,09767498
MORRETES, PR - Rodovia: BR-277, KM 49;1;-25,477423;-48,834866
MORRETES, PR - Rodovia: BR-277, KM 51;1;-25,477423;-48,834866
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 719;1;-25,47814729;-54,48055744
PORTO AMAZONAS, PR - Rodovia: BR-277, KM 156;0;-25,4783815;-49,85835882
BALSA NOVA, PR - Rodovia: BR-277, KM 129;6;-25,478434;-49,642937
CAMPO LARGO, PR - Rodovia: BR-277, KM 106;4;-25,47984808;-49,3494472
CURITIBA, PR - Rodovia: BR-277, KM 106;1;-25,47984808;-49,3494472
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 718;0;-25,480068;-54,485416
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 88;1;-25,48006895;-49,10223447
SANTA TEREZINHA DE ITAIPU, PR - Rodovia: BR-277, KM 718;7;-25,48013487;-54,48530406
IRATI, PR - Rodovia: BR-153, KM 334;3;-25,481234;-50,640733
IRATI, PR - Rodovia: BR-153, KM 335;7;-25,481234;-50,640733
CURITIBA, PR - Rodovia: BR-277, KM 78;6;-25,481503;-49,195199
CURITIBA, PR - Rodovia: BR-277, KM 79;23;-25,48233133;-49,19368744
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 142;10;-25,48284277;-53,59229524
CURITIBA, PR - Rodovia: BR-376, KM 594;4;-25,48303834;-49,34805393
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 3;6;-25,48310614;-54,58249211
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 719;6;-25,48375622;-54,49425791
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 721;18;-25,48750984;-54,50317706
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 76;8;-25,487706;-49,18115
CAMPO LARGO, PR - Rodovia: BR-277, KM 105;8;-25,48824692;-49,34581481
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 720;16;-25,48872333;-54,50664997
IRATI, PR - Rodovia: BR-153, KM 336;9;-25,48894141;-50,64508883
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 93;4;-25,48954287;-49,11201617
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 94;2;-25,48954287;-49,11201617
CURITIBA, PR - Rodovia: BR-476, KM 135;16;-25,49103793;-49,27212596
CURITIBA, PR - Rodovia: BR-476, KM 136;14;-25,491047;-49,271679
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 2;11;-25,49145436;-54,58299637
PIRAQUARA, PR - Rodovia: BR-116, KM 91;1;-25,4934665;-49,11503526
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 1;5;-25,4949363;-54,58335226
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 722;31;-25,49494908;-54,52095097
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 723;10;-25,49494908;-54,52095097
CURITIBA, PR - Rodovia: BR-277, KM 75;2;-25,49511;-49,16455
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 95;1;-25,4971982;-49,11761871
CURITIBA, PR - Rodovia: BR-476, KM 137;28;-25,498302;-49,277546
CURITIBA, PR - Rodovia: BR-476, KM 138;18;-25,498302;-49,277546
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 724;23;-25,49878215;-54,52985294
CURITIBA, PR - Rodovia: BR-277, KM 73;1;-25,50034;-49,15335
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 73;5;-25,50185493;-49,14905548
RIO BONITO DO IGUACU, PR - Rodovia: BR-158, KM 420;2;-25,50308474;-52,56831944
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 90;3;-25,50309;-49,12185
CURITIBA, PR - Rodovia: BR-376, KM 596;14;-25,50460283;-49,34108111
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 96;2;-25,504848;-49,123226
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 140;0;-25,50497764;-53,59384574
IRATI, PR - Rodovia: BR-153, KM 337;1;-25,50616511;-50,6512107
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 72;13;-25,50712266;-49,13669586
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 729;9;-25,50749887;-54,58379896
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 730;13;-25,50749887;-54,58379896
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 725;22;-25,50823541;-54,54619865
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 728;6;-25,50956278;-54,57674146
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 70;5;-25,510289;-49,13119197
CURITIBA, PR - Rodovia: BR-376, KM 597;1;-25,510571;-49,338848
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 71;11;-25,51058039;-49,13045168
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 726;41;-25,51076346;-54,55076694
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 727;18;-25,51084092;-54,5593071
CURITIBA, PR - Rodovia: BR-476, KM 139;6;-25,51284;-49,289257
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 75;11;-25,51327981;-49,12433291
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 77;9;-25,51327981;-49,12433291
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 78;3;-25,51327981;-49,12433291
CAMPO LARGO, PR - Rodovia: BR-277, KM 102;2;-25,51408786;-49,33726669
CURITIBA, PR - Rodovia: BR-277, KM 102;5;-25,51408786;-49,33726669
CURITIBA, PR - Rodovia: BR-277, KM 103;2;-25,51408786;-49,33726669
IRATI, PR - Rodovia: BR-153, KM 338;3;-25,51485498;-50,65402607
RIO BONITO DO IGUACU, PR - Rodovia: BR-158, KM 424;1;-25,5155;-52,595
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 139;1;-25,5161;-53,5918
IRATI, PR - Rodovia: BR-153, KM 339;11;-25,51613292;-50,6543023
CURITIBA, PR - Rodovia: BR-376, KM 598;14;-25,5188802;-49,33506947
CURITIBA, PR - Rodovia: BR-376, KM 599;35;-25,5188802;-49,33506947
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 98;10;-25,51973222;-49,13431573
PARANAGUA, PR - Rodovia: BR-277, KM 0;7;-25,5205;-48,5095
PARANAGUA, PR - Rodovia: BR-277, KM 7;16;-25,5205;-48,5095
PARANAGUA, PR - Rodovia: BR-277, KM 8;13;-25,5205;-48,5095
CURITIBA, PR - Rodovia: BR-476, KM 140;24;-25,520693;-49,294121
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 97;8;-25,52075572;-49,13497925
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 74;4;-25,52124342;-49,10648119
CURITIBA, PR - Rodovia: BR-277, KM 101;13;-25,52228492;-49,3331539
CURITIBA, PR - Rodovia: BR-376, KM 600;11;-25,52629711;-49,32958412
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 99;5;-25,52682231;-49,14038767
PARANAGUA, PR - Rodovia: BR-277, KM 1;15;-25,52828294;-48,54802642
CURITIBA, PR - Rodovia: BR-476, KM 141;11;-25,528614;-49,298798
MORRETES, PR - Rodovia: BR-277, KM 30;3;-25,52874613;-48,73512603
MORRETES, PR - Rodovia: BR-277, KM 31;3;-25,52874613;-48,73512603
MORRETES, PR - Rodovia: BR-277, KM 32;11;-25,52874613;-48,73512603
MORRETES, PR - Rodovia: BR-277, KM 20;6;-25,52912068;-48,7253952
MORRETES, PR - Rodovia: BR-277, KM 27;2;-25,52935033;-48,72534598
MORRETES, PR - Rodovia: BR-277, KM 28;5;-25,52935033;-48,72534598
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 136;1;-25,53024088;-53,59738435
MORRETES, PR - Rodovia: BR-277, KM 25;3;-25,53059224;-48,74865532
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 0;0;-25,5307;-49,1958
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 1;12;-25,5307;-49,1958
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 2;3;-25,5307;-49,1958
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 3;6;-25,5307;-49,1958
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 4;3;-25,5307;-49,1958
IRATI, PR - Rodovia: BR-153, KM 340;1;-25,53075682;-50,65396786
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 137;0;-25,5319;-53,598
REBOUCAS, PR - Rodovia: BR-153, KM 343;2;-25,532618;-50,65493
REBOUCAS, PR - Rodovia: BR-153, KM 344;4;-25,532618;-50,65493
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-376, KM 5;1;-25,53372891;-49,19433117
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 100;6;-25,53379421;-49,14663578
MORRETES, PR - Rodovia: BR-277, KM 24;6;-25,5343724;-48,70654307
PARANAGUA, PR - Rodovia: BR-277, KM 26;0;-25,5370204;-48,76748174
CURITIBA, PR - Rodovia: BR-376, KM 601;26;-25,537054;-49,31404
CURITIBA, PR - Rodovia: BR-376, KM 602;8;-25,537054;-49,31404
CURITIBA, PR - Rodovia: BR-476, KM 142;15;-25,537161;-49,301632
CURITIBA, PR - Rodovia: BR-476, KM 143;11;-25,537161;-49,301632
PARANAGUA, PR - Rodovia: BR-277, KM 4;14;-25,53735922;-48,55705976
MORRETES, PR - Rodovia: BR-277, KM 19;2;-25,537706;-48,697455
IRATI, PR - Rodovia: BR-153, KM 341;1;-25,53971597;-50,66046002
IRATI, PR - Rodovia: BR-153, KM 342;1;-25,53971597;-50,66046002
CURITIBA, PR - Rodovia: BR-277, KM 98;13;-25,540113;-49,311317
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 68;4;-25,54112281;-49,06183391
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 69;9;-25,54112281;-49,06183391
MORRETES, PR - Rodovia: BR-277, KM 23;6;-25,54134292;-48,68821697
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-116, KM 101;1;-25,54167701;-49,1509368
ARAUCARIA, PR - Rodovia: BR-476, KM 144;1;-25,542501;-49,313011
CURITIBA, PR - Rodovia: BR-476, KM 144;20;-25,542501;-49,313011
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 62;1;-25,54332237;-49,05694842
CURITIBA, PR - Rodovia: BR-116, KM 119;22;-25,54456009;-49,30146002
SAO JOSE DOS PINHAIS, PR - Rodovia: BR-277, KM 67;8;-25,54511074;-49,05291088
PARANAGUA, PR - Rodovia: BR-277, KM 3;22;-25,54522935;-48,56060028
CURITIBA, PR - Rodovia: BR-277, KM 96;7;-25,54577186;-49,29537197
CURITIBA, PR - Rodovia: BR-277, KM 97;6;-25,54577186;-49,29537197
CURITIBA, PR - Rodovia: BR-116, KM 118;15;-25,54657438;-49,29173608
CAPITAO LEONIDAS MARQUES, PR - Rodovia: BR-163, KM 134;3;-25,546616;-53,59186798
FOZ DO IGUACU, PR - Rodovia: BR-277, KM 0;5;-25,5469;-54,5882
MORRETES, PR - Rodovia: BR-277, KM 34;17;-25,547373;-48,790559
